created_at;";data;;;;data_payload;;;;;vazao";
10/10/17;"21:15:44.72115-03;2017-10-10 21:15;21:15;12:07:00";"AM;7;0b00c4f3;00c4f3;50419;10;1,428571429;1,428571429"
10/10/17;"21:08:17.191058-03;2017-10-10 21:08;21:08;12:07:00";"AM;7;0b00c4e9;00c4e9;50409;8;1,142857143;1,142857143"
10/10/17;"21:01:02.454411-03;2017-10-10 21:01;21:01;12:08:00";"AM;8;0b00c4e1;00c4e1;50401;8;1;1"
10/10/17;"20:53:43.099127-03;2017-10-10 20:53;20:53;12:07:00";"AM;7;0b00c4d9;00c4d9;50393;8;1,142857143;1,142857143"
10/10/17;"20:46:06.431383-03;2017-10-10 20:46;20:46;12:08:00";"AM;8;0b00c4d1;00c4d1;50385;8;1;1"
10/10/17;"20:38:34.277421-03;2017-10-10 20:38;20:38;12:15:00";"AM;15;0b00c4c9;00c4c9;50377;20;1,333333333;1,333333333"
10/10/17;"20:23:55.492384-03;2017-10-10 20:23;20:23;12:15:00";"AM;15;0b00c4b5;00c4b5;50357;17;1,133333333;1,133333333"
10/10/17;"20:08:50.516253-03;2017-10-10 20:08;20:08;12:07:00";"AM;7;0b00c4a4;00c4a4;50340;13;1,857142857;1,857142857"
10/10/17;"20:01:22.505934-03;2017-10-10 20:01;20:01;12:08:00";"AM;8;0b00c497;00c497;50327;10;1,25;1,25"
10/10/17;"19:53:50.179287-03;2017-10-10 19:53;19:53;12:07:00";"AM;7;0b00c48d;00c48d;50317;15;2,142857143;2,142857143"
10/10/17;"19:46:17.882682-03;2017-10-10 19:46;19:46;12:07:00";"AM;7;0b00c47e;00c47e;50302;19;2,714285714;2,714285714"
10/10/17;"19:39:07.112597-03;2017-10-10 19:39;19:39;12:08:00";"AM;8;0b00c46b;00c46b;50283;17;2,125;2,125"
10/10/17;"19:31:30.17131-03;2017-10-10 19:31;19:31;12:07:00";"AM;7;0b00c45a;00c45a;50266;19;2,714285714;2,714285714"
10/10/17;"19:24:10.501653-03;2017-10-10 19:24;19:24;12:08:00";"AM;8;0b00c447;00c447;50247;25;3,125;3,125"
10/10/17;"19:16:33.357256-03;2017-10-10 19:16;19:16;12:23:00";"AM;23;0b00c42e;00c42e;50222;91;3,956521739;3,956521739"
10/10/17;"18:53:58.62801-03;2017-10-10 18:53;18:53;12:07:00";"AM;7;0b00c3d3;00c3d3;50131;35;5;5"
10/10/17;"18:46:25.750471-03;2017-10-10 18:46;18:46;12:08:00";"AM;8;0b00c3b0;00c3b0;50096;40;5;5"
10/10/17;"18:38:52.554155-03;2017-10-10 18:38;18:38;1:15:00";"AM;75;0b00c388;00c388;50056;1100;14,66666667;14,66666667"
10/10/17;"17:23:44.149727-03;2017-10-10 17:23;17:23;12:07:00";"AM;7;0b00bf3c;00bf3c;48956;154;22;22"
10/10/17;"17:16:34.383189-03;2017-10-10 17:16;17:16;12:08:00";"AM;8;0b00bea2;00bea2;48802;132;16,5;16,5"
10/10/17;"17:08:45.455947-03;2017-10-10 17:08;17:08;12:15:00";"AM;15;0b00be1e;00be1e;48670;151;10,06666667;10,06666667"
10/10/17;"16:53:49.838333-03;2017-10-10 16:53;16:53;12:07:00";"AM;7;0b00bd87;00bd87;48519;3;0,428571429;0,428571429"
10/10/17;"16:46:37.972339-03;2017-10-10 16:46;16:46;12:15:00";"AM;15;0b00bd84;00bd84;48516;7;0,466666667;0,466666667"
10/10/17;"16:31:36.883907-03;2017-10-10 16:31;16:31;12:08:00";"AM;8;0b00bd7d;00bd7d;48509;4;0,5;0,5"
10/10/17;"16:23:47.476877-03;2017-10-10 16:23;16:23;12:07:00";"AM;7;0b00bd79;00bd79;48505;7;1;1"
10/10/17;"16:16:28.071555-03;2017-10-10 16:16;16:16;12:07:00";"AM;7;0b00bd72;00bd72;48498;4;0,571428571;0,571428571"
10/10/17;"16:09:13.096323-03;2017-10-10 16:09;16:09;12:16:00";"AM;16;0b00bd6e;00bd6e;48494;11;0,6875;0,6875"
10/10/17;"15:53:59.707812-03;2017-10-10 15:53;15:53;12:22:00";"AM;22;0b00bd63;00bd63;48483;15;0,681818182;0,681818182"
10/10/17;"15:31:39.535542-03;2017-10-10 15:31;15:31;12:00:00";"AM;0;0b00bd54;00bd54;48468;0;0,85714286;0,85714286"
10/10/17;"15:31:48.312511-03;2017-10-10 15:31;15:31;12:07:00";"AM;7;0b00bd54;00bd54;48468;6;0,857142857;0,857142857"
10/10/17;"15:24:03.161003-03;2017-10-10 15:24;15:24;12:15:00";"AM;15;0b00bd4e;00bd4e;48462;15;1;1"
10/10/17;"15:09:28.846585-03;2017-10-10 15:09;15:09;12:08:00";"AM;8;0b00bd3f;00bd3f;48447;6;0,75;0,75"
10/10/17;"15:01:47.904056-03;2017-10-10 15:01;15:01;12:07:00";"AM;7;0b00bd39;00bd39;48441;7;1;1"
10/10/17;"14:54:10.871413-03;2017-10-10 14:54;14:54;12:08:00";"AM;8;0b00bd32;00bd32;48434;6;0,75;0,75"
10/10/17;"14:46:43.279131-03;2017-10-10 14:46;14:46;12:07:00";"AM;7;0b00bd2c;00bd2c;48428;9;1,285714286;1,285714286"
10/10/17;"14:39:15.687869-03;2017-10-10 14:39;14:39;12:08:00";"AM;8;0b00bd23;00bd23;48419;6;0,75;0,75"
10/10/17;"14:31:56.716075-03;2017-10-10 14:31;14:31;12:07:00";"AM;7;0b00bd1d;00bd1d;48413;7;1;1"
10/10/17;"14:24:20.271989-03;2017-10-10 14:24;14:24;12:22:00";"AM;22;0b00bd16;00bd16;48406;34;1,545454545;1,545454545"
10/10/17;"14:02:09.069432-03;2017-10-10 14:02;14:02;12:08:00";"AM;8;0b00bcf4;00bcf4;48372;11;1,375;1,375"
10/10/17;"13:54:28.194287-03;2017-10-10 13:54;13:54;12:15:00";"AM;15;0b00bce9;00bce9;48361;32;2,133333333;2,133333333"
10/10/17;"13:39:36.360997-03;2017-10-10 13:39;13:39;12:07:00";"AM;7;0b00bcc9;00bcc9;48329;20;2,857142857;2,857142857"
10/10/17;"13:32:21.337955-03;2017-10-10 13:32;13:32;12:08:00";"AM;8;0b00bcb5;00bcb5;48309;21;2,625;2,625"
10/10/17;"13:24:48.661145-03;2017-10-10 13:24;13:24;12:07:00";"AM;7;0b00bca0;00bca0;48288;24;3,428571429;3,428571429"
10/10/17;"13:17:11.625799-03;2017-10-10 13:17;13:17;12:08:00";"AM;8;0b00bc88;00bc88;48264;27;3,375;3,375"
10/10/17;"13:09:47.540656-03;2017-10-10 13:09;13:09;12:07:00";"AM;7;0b00bc6d;00bc6d;48237;35;5;5"
10/10/17;"13:02:10.29685-03;2017-10-10 13:02;13:02;12:08:00";"AM;8;0b00bc4a;00bc4a;48202;46;5,75;5,75"
10/10/17;"12:54:54.577996-03;2017-10-10 12:54;12:54;12:07:00";"AM;7;0b00bc1c;00bc1c;48156;52;7,428571429;7,428571429"
10/10/17;"12:47:29.557179-03;2017-10-10 12:47;12:47;12:08:00";"AM;8;0b00bbe8;00bbe8;48104;63;7,875;7,875"
10/10/17;"12:39:55.576343-03;2017-10-10 12:39;12:39;12:07:00";"AM;7;0b00bba9;00bba9;48041;86;12,28571429;12,28571429"
10/10/17;"12:32:34.014687-03;2017-10-10 12:32;12:32;12:08:00";"AM;8;0b00bb53;00bb53;47955;92;11,5;11,5"
10/10/17;"12:24:41.610423-03;2017-10-10 12:24;12:24;12:07:00";"AM;7;0b00baf7;00baf7;47863;107;15,28571429;15,28571429"
10/10/17;"12:17:19.511246-03;2017-10-10 12:17;12:17;12:23:00";"AM;23;0b00ba8c;00ba8c;47756;397;17,26086957;17,26086957"
10/10/17;"11:54:54.192398-03;2017-10-10 11:54;11:54;12:07:00";"AM;7;0b00b8ff;00b8ff;47359;126;18;18"
10/10/17;"11:47:09.871398-03;2017-10-10 11:47;11:47;12:08:00";"AM;8;0b00b881;00b881;47233;130;16,25;16,25"
10/10/17;"11:39:38.713562-03;2017-10-10 11:39;11:39;12:07:00";"AM;7;0b00b7ff;00b7ff;47103;136;19,42857143;19,42857143"
10/10/17;"11:32:16.096443-03;2017-10-10 11:32;11:32;12:08:00";"AM;8;0b00b777;00b777;46967;115;14,375;14,375"
10/10/17;"11:24:31.951776-03;2017-10-10 11:24;11:24;12:07:00";"AM;7;0b00b704;00b704;46852;123;17,57142857;17,57142857"
10/10/17;"11:17:00.923491-03;2017-10-10 11:17;11:17;12:08:00";"AM;8;0b00b689;00b689;46729;112;14;14"
10/10/17;"11:09:34.407927-03;2017-10-10 11:09;11:09;12:07:00";"AM;7;0b00b619;00b619;46617;84;12;12"
10/10/17;"11:02:21.556931-03;2017-10-10 11:02;11:02;12:08:00";"AM;8;0b00b5c5;00b5c5;46533;16;2;2"
10/10/17;"10:54:40.327894-03;2017-10-10 10:54;10:54;12:07:00";"AM;7;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"10:47:05.04062-03;2017-10-10 10:47;10:47;12:08:00";"AM;8;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"10:39:34.201956-03;2017-10-10 10:39;10:39;12:08:00";"AM;8;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"10:31:45.653825-03;2017-10-10 10:31;10:31;12:15:00";"AM;15;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"10:16:43.940103-03;2017-10-10 10:16;10:16;12:07:00";"AM;7;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"10:09:17.507525-03;2017-10-10 10:09;10:09;12:08:00";"AM;8;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"10:01:29.09064-03;2017-10-10 10:01;10:01;12:08:00";"AM;8;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"09:53:58.212988-03;2017-10-10 09:53;09:53;12:07:00";"AM;7;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"09:46:18.54216-03;2017-10-10 09:46;09:46;12:08:00";"AM;8;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"09:38:56.425345-03;2017-10-10 09:38;09:38;12:07:00";"AM;7;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"09:31:03.594983-03;2017-10-10 09:31;09:31;12:08:00";"AM;8;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"09:23:50.307793-03;2017-10-10 09:23;09:23;12:07:00";"AM;7;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"09:16:06.324191-03;2017-10-10 09:16;09:16;12:38:00";"AM;38;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"08:38:01.415982-03;2017-10-10 08:38;08:38;12:15:00";"AM;15;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"08:23:04.090745-03;2017-10-10 08:23;08:23;12:08:00";"AM;8;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"08:15:20.097992-03;2017-10-10 08:15;08:15;12:08:00";"AM;8;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"08:07:36.138854-03;2017-10-10 08:07;08:07;12:07:00";"AM;7;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"08:00:00.830986-03;2017-10-10 08:00;08:00;12:08:00";"AM;8;0b00b5b5;00b5b5;46517;0;0;0"
10/10/17;"07:52:25.562232-03;2017-10-10 07:52;07:52;12:07:00";"AM;7;0b00b5b5;00b5b5;46517;1;0,142857143;0,142857143"
10/10/17;"07:45:02.033066-03;2017-10-10 07:45;07:45;12:08:00";"AM;8;0b00b5b4;00b5b4;46516;4;0,5;0,5"
10/10/17;"07:37:43.616361-03;2017-10-10 07:37;07:37;12:08:00";"AM;8;0b00b5b0;00b5b0;46512;1;0,125;0,125"
10/10/17;"07:29:54.444562-03;2017-10-10 07:29;07:29;12:07:00";"AM;7;0b00b5af;00b5af;46511;2;0,285714286;0,285714286"
10/10/17;"07:22:19.236037-03;2017-10-10 07:22;07:22;12:07:00";"AM;7;0b00b5ad;00b5ad;46509;2;0,285714286;0,285714286"
10/10/17;"07:15:06.205904-03;2017-10-10 07:15;07:15;12:16:00";"AM;16;0b00b5ab;00b5ab;46507;5;0,3125;0,3125"
10/10/17;"06:59:59.424597-03;2017-10-10 06:59;06:59;12:14:00";"AM;14;0b00b5a6;00b5a6;46502;11;0,785714286;0,785714286"
10/10/17;"06:45:16.494389-03;2017-10-10 06:45;06:45;12:08:00";"AM;8;0b00b59b;00b59b;46491;7;0,875;0,875"
10/10/17;"06:37:48.605471-03;2017-10-10 06:37;06:37;12:07:00";"AM;7;0b00b594;00b594;46484;4;0,571428571;0,571428571"
10/10/17;"06:30:16.296865-03;2017-10-10 06:30;06:30;12:08:00";"AM;8;0b00b590;00b590;46480;6;0,75;0,75"
10/10/17;"06:22:31.206429-03;2017-10-10 06:22;06:22;12:07:00";"AM;7;0b00b58a;00b58a;46474;7;1;1"
10/10/17;"06:15:03.066828-03;2017-10-10 06:15;06:15;12:08:00";"AM;8;0b00b583;00b583;46467;8;1;1"
10/10/17;"06:07:35.543104-03;2017-10-10 06:07;06:07;12:07:00";"AM;7;0b00b57b;00b57b;46459;8;1,142857143;1,142857143"
10/10/17;"06:00:07.905811-03;2017-10-10 06:00;06:00;12:08:00";"AM;8;0b00b573;00b573;46451;10;1,25;1,25"
10/10/17;"05:52:40.338955-03;2017-10-10 05:52;05:52;12:07:00";"AM;7;0b00b569;00b569;46441;11;1,571428571;1,571428571"
10/10/17;"05:45:12.708381-03;2017-10-10 05:45;05:45;12:08:00";"AM;8;0b00b55e;00b55e;46430;14;1,75;1,75"
10/10/17;"05:37:53.651997-03;2017-10-10 05:37;05:37;12:07:00";"AM;7;0b00b550;00b550;46416;11;1,571428571;1,571428571"
10/10/17;"05:30:25.874998-03;2017-10-10 05:30;05:30;12:07:00";"AM;7;0b00b545;00b545;46405;19;2,714285714;2,714285714"
10/10/17;"05:23:02.100408-03;2017-10-10 05:23;05:23;12:23:00";"AM;23;0b00b532;00b532;46386;75;3,260869565;3,260869565"
10/10/17;"05:00:36.664089-03;2017-10-10 05:00;05:00;12:07:00";"AM;7;0b00b4e7;00b4e7;46311;31;4,428571429;4,428571429"
10/10/17;"04:53:08.137783-03;2017-10-10 04:53;04:53;12:08:00";"AM;8;0b00b4c8;00b4c8;46280;38;4,75;4,75"
10/10/17;"04:45:52.318889-03;2017-10-10 04:45;04:45;12:07:00";"AM;7;0b00b4a2;00b4a2;46242;45;6,428571429;6,428571429"
10/10/17;"04:38:05.610231-03;2017-10-10 04:38;04:38;12:16:00";"AM;16;0b00b475;00b475;46197;109;6,8125;6,8125"
10/10/17;"04:22:58.307514-03;2017-10-10 04:22;04:22;12:07:00";"AM;7;0b00b408;00b408;46088;76;10,85714286;10,85714286"
10/10/17;"04:15:37.16535-03;2017-10-10 04:15;04:15;12:15:00";"AM;15;0b00b3bc;00b3bc;46012;240;16;16"
10/10/17;"04:00:34.956112-03;2017-10-10 04:00;04:00;12:08:00";"AM;8;0b00b2cc;00b2cc;45772;131;16,375;16,375"
10/10/17;"03:52:55.069093-03;2017-10-10 03:52;03:52;12:07:00";"AM;7;0b00b249;00b249;45641;140;20;20"
10/10/17;"03:45:23.767922-03;2017-10-10 03:45;03:45;12:08:00";"AM;8;0b00b1bd;00b1bd;45501;150;18,75;18,75"
10/10/17;"03:37:52.302029-03;2017-10-10 03:37;03:37;12:07:00";"AM;7;0b00b127;00b127;45351;165;23,57142857;23,57142857"
10/10/17;"03:30:33.824784-03;2017-10-10 03:30;03:30;12:08:00";"AM;8;0b00b082;00b082;45186;153;19,125;19,125"
10/10/17;"03:22:53.507912-03;2017-10-10 03:22;03:22;12:07:00";"AM;7;0b00afe9;00afe9;45033;132;18,85714286;18,85714286"
10/10/17;"03:15:26.605248-03;2017-10-10 03:15;03:15;12:08:00";"AM;8;0b00af65;00af65;44901;76;9,5;9,5"
10/10/17;"03:07:56.648761-03;2017-10-10 03:07;03:07;12:07:00";"AM;7;0b00af19;00af19;44825;5;0,714285714;0,714285714"
10/10/17;"03:00:41.520618-03;2017-10-10 03:00;03:00;12:15:00";"AM;15;0b00af14;00af14;44820;5;0,333333333;0,333333333"
10/10/17;"02:45:34.133486-03;2017-10-10 02:45;02:45;12:07:00";"AM;7;0b00af0f;00af0f;44815;3;0,428571429;0,428571429"
10/10/17;"02:38:00.539981-03;2017-10-10 02:38;02:38;12:08:00";"AM;8;0b00af0c;00af0c;44812;5;0,625;0,625"
10/10/17;"02:30:48.785243-03;2017-10-10 02:30;02:30;12:07:00";"AM;7;0b00af07;00af07;44807;2;0,285714286;0,285714286"
10/10/17;"02:23:11.543922-03;2017-10-10 02:23;02:23;12:08:00";"AM;8;0b00af05;00af05;44805;3;0,375;0,375"
10/10/17;"02:15:29.886111-03;2017-10-10 02:15;02:15;12:07:00";"AM;7;0b00af02;00af02;44802;3;0,428571429;0,428571429"
10/10/17;"02:08:06.031743-03;2017-10-10 02:08;02:08;12:08:00";"AM;8;0b00aeff;00aeff;44799;3;0,375;0,375"
10/10/17;"02:00:46.439159-03;2017-10-10 02:00;02:00;12:07:00";"AM;7;0b00aefc;00aefc;44796;3;0,428571429;0,428571429"
10/10/17;"01:53:09.57921-03;2017-10-10 01:53;01:53;12:08:00";"AM;8;0b00aef9;00aef9;44793;3;0,375;0,375"
10/10/17;"01:45:32.342636-03;2017-10-10 01:45;01:45;12:15:00";"AM;15;0b00aef6;00aef6;44790;10;0,666666667;0,666666667"
10/10/17;"01:30:40.064985-03;2017-10-10 01:30;01:30;12:15:00";"AM;15;0b00aeec;00aeec;44780;8;0,533333333;0,533333333"
10/10/17;"01:15:39.773486-03;2017-10-10 01:15;01:15;12:07:00";"AM;7;0b00aee4;00aee4;44772;3;0,428571429;0,428571429"
10/10/17;"01:08:24.999739-03;2017-10-10 01:08;01:08;12:08:00";"AM;8;0b00aee1;00aee1;44769;3;0,375;0,375"
10/10/17;"01:00:44.172146-03;2017-10-10 01:00;01:00;12:07:00";"AM;7;0b00aede;00aede;44766;3;0,428571429;0,428571429"
10/10/17;"00:53:20.78704-03;2017-10-10 00:53;00:53;12:08:00";"AM;8;0b00aedb;00aedb;44763;4;0,5;0,5"
10/10/17;"00:45:52.919834-03;2017-10-10 00:45;00:45;12:07:00";"AM;7;0b00aed7;00aed7;44759;4;0,571428571;0,571428571"
10/10/17;"00:38:25.38798-03;2017-10-10 00:38;00:38;12:08:00";"AM;8;0b00aed3;00aed3;44755;6;0,75;0,75"
10/10/17;"00:30:57.852591-03;2017-10-10 00:30;00:30;12:07:00";"AM;7;0b00aecd;00aecd;44749;3;0,428571429;0,428571429"
10/10/17;"00:23:51.829262-03;2017-10-10 00:23;00:23;12:15:00";"AM;15;0b00aeca;00aeca;44746;8;0,533333333;0,533333333"
10/10/17;"00:08:29.915234-03;2017-10-10 00:08;00:08;12:07:00";"AM;7;0b00aec2;00aec2;44738;4;0,571428571;0,571428571"
10/10/17;"00:01:11.034502-03;2017-10-10 00:01;00:01;12:08:00";"AM;8;0b00aebe;00aebe;44734;4;0,5;0,5"
09/10/17;"23:53:43.412655-03;2017-10-09 23:53;23:53;12:22:00";"AM;22;0b00aeba;00aeba;44730;19;0,863636364;0,863636364"
09/10/17;"23:31:10.947932-03;2017-10-09 23:31;23:31;12:30:00";"AM;30;0b00aea7;00aea7;44711;24;0,8;0,8"
09/10/17;"23:01:31.865048-03;2017-10-09 23:01;23:01;12:15:00";"AM;15;0b00ae8f;00ae8f;44687;16;1,066666667;1,066666667"
09/10/17;"22:46:22.939963-03;2017-10-09 22:46;22:46;12:07:00";"AM;7;0b00ae7f;00ae7f;44671;8;1,142857143;1,142857143"
09/10/17;"22:39:08.272889-03;2017-10-09 22:39;22:39;12:23:00";"AM;23;0b00ae77;00ae77;44663;20;0,869565217;0,869565217"
09/10/17;"22:16:52.780177-03;2017-10-09 22:16;22:16;12:07:00";"AM;7;0b00ae63;00ae63;44643;7;1;1"
09/10/17;"22:09:03.210161-03;2017-10-09 22:09;22:09;12:08:00";"AM;8;0b00ae5c;00ae5c;44636;6;0,75;0,75"
09/10/17;"22:01:52.807891-03;2017-10-09 22:01;22:01;12:07:00";"AM;7;0b00ae56;00ae56;44630;7;1;1"
09/10/17;"21:54:24.863498-03;2017-10-09 21:54;21:54;12:08:00";"AM;8;0b00ae4f;00ae4f;44623;7;0,875;0,875"
09/10/17;"21:46:44.048307-03;2017-10-09 21:46;21:46;12:15:00";"AM;15;0b00ae48;00ae48;44616;17;1,133333333;1,133333333"
09/10/17;"21:31:44.133344-03;2017-10-09 21:31;21:31;12:07:00";"AM;7;0b00ae37;00ae37;44599;9;1,285714286;1,285714286"
09/10/17;"21:24:38.005894-03;2017-10-09 21:24;21:24;12:07:00";"AM;7;0b00ae2e;00ae2e;44590;10;1,428571429;1,428571429"
09/10/17;"21:17:05.611086-03;2017-10-09 21:17;21:17;12:08:00";"AM;8;0b00ae24;00ae24;44580;11;1,375;1,375"
09/10/17;"21:09:24.797603-03;2017-10-09 21:09;21:09;12:07:00";"AM;7;0b00ae19;00ae19;44569;13;1,857142857;1,857142857"
09/10/17;"21:02:09.916562-03;2017-10-09 21:02;21:02;12:08:00";"AM;8;0b00ae0c;00ae0c;44556;11;1,375;1,375"
09/10/17;"20:54:24.727649-03;2017-10-09 20:54;20:54;12:15:00";"AM;15;0b00ae01;00ae01;44545;27;1,8;1,8"
09/10/17;"20:39:37.326704-03;2017-10-09 20:39;20:39;12:07:00";"AM;7;0b00ade6;00ade6;44518;16;2,285714286;2,285714286"
09/10/17;"20:32:09.413338-03;2017-10-09 20:32;20:32;12:08:00";"AM;8;0b00add6;00add6;44502;14;1,75;1,75"
09/10/17;"20:24:41.467127-03;2017-10-09 20:24;20:24;12:07:00";"AM;7;0b00adc8;00adc8;44488;16;2,285714286;2,285714286"
09/10/17;"20:17:09.180962-03;2017-10-09 20:17;20:17;12:08:00";"AM;8;0b00adb8;00adb8;44472;21;2,625;2,625"
09/10/17;"20:09:41.184343-03;2017-10-09 20:09;20:09;12:15:00";"AM;15;0b00ada3;00ada3;44451;59;3,933333333;3,933333333"
09/10/17;"19:54:52.858366-03;2017-10-09 19:54;19:54;12:07:00";"AM;7;0b00ad68;00ad68;44392;29;4,142857143;4,142857143"
09/10/17;"19:47:15.72009-03;2017-10-09 19:47;19:47;12:07:00";"AM;7;0b00ad4b;00ad4b;44363;45;6,428571429;6,428571429"
09/10/17;"19:40:04.233797-03;2017-10-09 19:40;19:40;12:08:00";"AM;8;0b00ad1e;00ad1e;44318;49;6,125;6,125"
09/10/17;"19:32:30.790457-03;2017-10-09 19:32;19:32;12:08:00";"AM;8;0b00aced;00aced;44269;50;6,25;6,25"
09/10/17;"19:24:44.170042-03;2017-10-09 19:24;19:24;12:07:00";"AM;7;0b00acbb;00acbb;44219;67;9,571428571;9,571428571"
09/10/17;"19:17:18.999293-03;2017-10-09 19:17;19:17;12:15:00";"AM;15;0b00ac78;00ac78;44152;193;12,86666667;12,86666667"
09/10/17;"19:02:13.432106-03;2017-10-09 19:02;19:02;12:08:00";"AM;8;0b00abb7;00abb7;43959;124;15,5;15,5"
09/10/17;"18:54:59.836379-03;2017-10-09 18:54;18:54;12:07:00";"AM;7;0b00ab3b;00ab3b;43835;137;19,57142857;38,65520282"
09/10/17;"18:47:37.134345-03;2017-10-09 18:47;18:47;12:15:00";"AM;15;0b00aab2;00aab2;43698;290;19,33333333;19,33333333"
09/10/17;"18:32:07.941397-03;2017-10-09 18:32;18:32;12:08:00";"AM;8;0b00a990;00a990;43408;152;19;19"
09/10/17;"18:24:49.642036-03;2017-10-09 18:24;18:24;12:07:00";"AM;7;0b00a8f8;00a8f8;43256;153;21,85714286;21,85714286"
09/10/17;"18:17:09.354484-03;2017-10-09 18:17;18:17;12:08:00";"AM;8;0b00a85f;00a85f;43103;149;18,625;18,625"
09/10/17;"18:09:33.608267-03;2017-10-09 18:09;18:09;12:07:00";"AM;7;0b00a7ca;00a7ca;42954;134;19,14285714;19,14285714"
09/10/17;"18:02:06.781458-03;2017-10-09 18:02;18:02;12:08:00";"AM;8;0b00a744;00a744;42820;98;12,25;12,25"
09/10/17;"17:54:36.213973-03;2017-10-09 17:54;17:54;12:07:00";"AM;7;0b00a6e2;00a6e2;42722;25;3,571428571;3,571428571"
09/10/17;"17:47:16.742869-03;2017-10-09 17:47;17:47;12:08:00";"AM;8;0b00a6c9;00a6c9;42697;7;0,875;0,875"
09/10/17;"17:39:35.966624-03;2017-10-09 17:39;17:39;12:07:00";"AM;7;0b00a6c2;00a6c2;42690;9;1,285714286;1,285714286"
09/10/17;"17:32:29.910699-03;2017-10-09 17:32;17:32;12:08:00";"AM;8;0b00a6b9;00a6b9;42681;6;0,75;0,75"
09/10/17;"17:24:44.775002-03;2017-10-09 17:24;17:24;12:07:00";"AM;7;0b00a6b3;00a6b3;42675;7;1;1"
09/10/17;"17:17:12.867561-03;2017-10-09 17:17;17:17;12:08:00";"AM;8;0b00a6ac;00a6ac;42668;7;0,875;0,875"
09/10/17;"17:09:58.2045-03;2017-10-09 17:09;17:09;12:07:00 A";"M;7;0b00a6a5;00a6a5;42661;7;1;1"
09/10/17;"17:02:26.124405-03;2017-10-09 17:02;17:02;12:08:00";"AM;8;0b00a69e;00a69e;42654;7;0,875;0,875"
09/10/17;"16:54:58.31985-03;2017-10-09 16:54;16:54;12:07:00";"AM;7;0b00a697;00a697;42647;6;0,857142857;0,857142857"
09/10/17;"16:47:30.646567-03;2017-10-09 16:47;16:47;12:07:00";"AM;7;0b00a691;00a691;42641;7;1;1"
09/10/17;"16:40:07.123666-03;2017-10-09 16:40;16:40;12:08:00";"AM;8;0b00a68a;00a68a;42634;11;1,375;1,375"
09/10/17;"16:32:34.964203-03;2017-10-09 16:32;16:32;12:08:00";"AM;8;0b00a67f;00a67f;42623;10;1,25;1,25"
09/10/17;"16:24:58.559479-03;2017-10-09 16:24;16:24;12:07:00";"AM;7;0b00a675;00a675;42613;13;1,857142857;1,857142857"
09/10/17;"16:17:35.186384-03;2017-10-09 16:17;16:17;12:15:00";"AM;15;0b00a668;00a668;42600;33;2,2;2,2"
09/10/17;"16:02:47.56102-03;2017-10-09 16:02;16:02;12:07:00";"AM;7;0b00a647;00a647;42567;14;2;2"
09/10/17;"15:55:15.241831-03;2017-10-09 15:55;15:55;12:08:00";"AM;8;0b00a639;00a639;42553;23;2,875;2,875"
09/10/17;"15:47:55.809954-03;2017-10-09 15:47;15:47;12:07:00";"AM;7;0b00a622;00a622;42530;28;4;4"
09/10/17;"15:40:14.426906-03;2017-10-09 15:40;15:40;12:08:00";"AM;8;0b00a606;00a606;42502;31;3,875;3,875"
09/10/17;"15:32:54.6743-03;2017-10-09 15:32;15:32;12:07:00 A";"M;7;0b00a5e7;00a5e7;42471;41;5,857142857;5,857142857"
09/10/17;"15:25:38.909337-03;2017-10-09 15:25;15:25;12:15:00";"AM;15;0b00a5be;00a5be;42430;85;5,666666667;5,666666667"
09/10/17;"15:10:19.005237-03;2017-10-09 15:10;15:10;12:07:00";"AM;7;0b00a569;00a569;42345;56;8;8"
09/10/17;"15:03:11.463932-03;2017-10-09 15:03;15:03;12:08:00";"AM;8;0b00a531;00a531;42289;59;7,375;7,375"
09/10/17;"14:55:20.18142-03;2017-10-09 14:55;14:55;12:08:00";"AM;8;0b00a4f6;00a4f6;42230;72;9;9"
09/10/17;"14:47:50.44359-03;2017-10-09 14:47;14:47;12:07:00";"AM;7;0b00a4ae;00a4ae;42158;81;11,57142857;11,57142857"
09/10/17;"14:40:16.001506-03;2017-10-09 14:40;14:40;12:07:00";"AM;7;0b00a45d;00a45d;42077;105;15;15"
09/10/17;"14:33:07.196023-03;2017-10-09 14:33;14:33;12:00:00";"AM;0;0b00a3f4;00a3f4;41972;0;#DIV/0!;#DIV/0!"
